p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
30,30,75,100,7,5,0,2,6,8,1,2,3,3,0,30.3,93.1,Intermediate,Purple,Tropical/Subtropical,Very High,High
30,30,100,75,5,7,2,0,8,6,2,1,3,3,0,29.8,87.4,Pinnate,Intermediate,Tropical/Subtropical,Very High,High
30,30,75,100,7,5,0,2,6,8,1,2,3,3,0,31.5,89.4,Pinnate,Intermediate,Tropical/Subtropical,Very High,High
30,30,100,75,5,7,2,0,8,6,2,1,3,3,0,31.0,87.9,Cordate,Intermediate,Cool Temperate,Very High,High
30,30,75,100,7,5,0,2,6,8,1,2,3,3,0,31.6,91.8,Intermediate,Purple,Cool Temperate,Very High,High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,175.2,173.2,Palmate,Yellow,Tropical,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,173.9,168.0,Intermediate,Yellow,Tropical,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,173.2,164.1,Intermediate,Yellow,Cool Temperate,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,172.5,163.5,Palmate,White,Cool Temperate,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,192.2,165.9,Palmate,Intermediate,Tropical,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,191.3,163.2,Oblong,Intermediate,Cool Temperate,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,170.7,172.6,Palmate,White,Cool Temperate,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,168.4,162.9,Palmate,Intermediate,Cool Temperate,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,163.9,167.6,Intermediate,Yellow,Cool Temperate,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,171.0,164.3,Intermediate,Yellow,Cool Temperate,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,183.9,165.9,Oblong,White,Tropical,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,167.5,153.9,Intermediate,White,Tropical,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,185.8,163.3,Oblong,Intermediate,Tropical,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,170.6,165.5,Intermediate,Intermediate,Cool Temperate,Very High,Very High
300,50,270,70,4,6,0,1,0,6,3,1,4,3,0,171.3,178.7,Palmate,Intermediate,Cool Temperate,Very High,Very High
50,300,70,270,6,4,1,0,6,0,1,3,3,4,0,180.1,192.8,Oblong,White,Cool Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,206.5,192.4,Palmate,Intermediate,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,228.3,186.3,Lobed,Yellow,Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,205.8,183.1,Lobed,White,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,203.4,190.9,Intermediate,Yellow,Tropical,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,207.1,183.8,Palmate,Intermediate,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,214.6,173.1,Intermediate,Intermediate,Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,207.2,183.7,Intermediate,Intermediate,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,208.5,205.3,Palmate,Intermediate,Tropical,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,222.7,181.0,Intermediate,Intermediate,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,198.2,166.9,Intermediate,Intermediate,Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,208.0,176.3,Palmate,Yellow,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,206.3,169.6,Lobed,Intermediate,Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,211.9,183.1,Intermediate,Intermediate,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,224.8,185.7,Lobed,Intermediate,Temperate,Very High,Very High
300,130,270,100,4,10,0,1,0,2,3,2,4,4,0,205.7,196.4,Lobed,White,Temperate,Very High,Very High
130,300,100,270,10,4,1,0,2,0,2,3,4,4,0,212.9,183.6,Lobed,Intermediate,Tropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,234.1,216.6,Palmate,White,Subtropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,226.2,205.2,Palmate,White,Tropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,213.3,212.7,Palmate,White,Tropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,212.8,228.0,Palmate,White,Tropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,238.9,209.0,Palmate,White,Tropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,227.0,217.9,Palmate,White,Tropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,241.5,206.3,Palmate,White,Subtropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,240.3,201.9,Palmate,White,Subtropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,214.2,209.0,Palmate,White,Tropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,197.0,242.3,Palmate,White,Subtropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,204.6,222.8,Palmate,White,Tropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,218.0,227.3,Palmate,White,Tropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,237.2,206.0,Palmate,White,Subtropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,242.9,205.2,Palmate,White,Subtropical,Very High,Very High
300,150,270,150,4,4,0,0,0,1,3,1,4,3,0,218.1,205.5,Palmate,White,Tropical,Very High,Very High
150,300,150,270,4,4,0,0,1,0,1,3,3,4,0,230.4,200.4,Palmate,White,Subtropical,Very High,Very High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,231.2,202.8,Palmate,White,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,254.8,250.7,Palmate,Intermediate,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,252.8,218.1,Palmate,Yellow,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,239.3,212.6,Palmate,Yellow,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,279.6,220.2,Palmate,Yellow,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,257.7,219.4,Palmate,White,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,242.0,236.5,Palmate,Intermediate,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,249.8,217.8,Palmate,White,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,265.2,227.5,Palmate,Intermediate,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,224.5,215.0,Palmate,Intermediate,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,244.7,223.2,Palmate,White,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,254.4,219.6,Palmate,Intermediate,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,253.1,225.8,Palmate,Intermediate,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,248.9,224.6,Palmate,Yellow,Tropical,Very High,High
300,200,270,170,4,4,0,1,0,0,3,2,4,1,0,273.5,201.1,Palmate,Intermediate,Tropical,Very High,High
200,300,170,270,4,4,1,0,0,0,2,3,1,4,0,252.6,211.1,Palmate,Intermediate,Tropical,Very High,High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,265.7,179.9,Elliptical,Intermediate,Tropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,233.8,181.7,Elliptical,Intermediate,Tropical/Subtropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,248.8,177.8,Palmate,Intermediate,Tropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,231.8,177.2,Intermediate,Intermediate,Tropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,255.6,192.7,Elliptical,White,Tropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,228.6,195.5,Palmate,Intermediate,Tropical/Subtropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,213.6,177.0,Palmate,Pink,Tropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,249.5,164.0,Elliptical,Pink,Tropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,205.7,199.1,Intermediate,White,Tropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,257.8,184.7,Palmate,White,Tropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,250.1,176.8,Intermediate,White,Tropical/Subtropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,236.7,162.6,Elliptical,White,Tropical/Subtropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,231.2,183.2,Intermediate,White,Tropical/Subtropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,251.2,178.7,Elliptical,Intermediate,Tropical,Very High,Very High
300,180,270,90,4,2,0,3,0,8,3,1,4,3,0,235.9,172.9,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
180,300,90,270,2,4,3,0,8,0,1,3,3,4,0,244.6,169.6,Palmate,White,Tropical/Subtropical,Very High,Very High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,194.0,179.3,Ovate,Intermediate,Temperate,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,213.0,166.0,Intermediate,Intermediate,Tropical,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,190.3,162.5,Intermediate,White,Tropical,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,172.3,195.9,Intermediate,Intermediate,Temperate,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,186.5,169.0,Intermediate,Intermediate,Temperate,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,195.9,184.8,Intermediate,White,Tropical,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,224.8,179.5,Ovate,White,Temperate,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,205.5,181.6,Intermediate,White,Temperate,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,212.9,186.1,Ovate,Yellow,Temperate,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,212.4,177.1,Intermediate,Yellow,Tropical,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,209.4,174.0,Intermediate,Intermediate,Tropical,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,208.8,180.0,Palmate,Intermediate,Temperate,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,197.1,173.5,Palmate,Yellow,Temperate,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,185.9,177.0,Intermediate,Intermediate,Temperate,Very High,High
300,100,270,80,4,0,0,1,0,2,3,3,4,1,0,199.4,176.3,Intermediate,Yellow,Tropical,Very High,High
100,300,80,270,0,4,1,0,2,0,3,3,1,4,0,201.3,164.0,Ovate,Intermediate,Temperate,Very High,High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,278.2,180.1,Linear,White,Tropical,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,292.2,167.4,Intermediate,White,Arid,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,292.8,183.1,Intermediate,White,Arid,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,315.4,195.8,Palmate,White,Arid,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,326.7,190.0,Palmate,White,Tropical,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,295.6,184.8,Intermediate,White,Arid,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,284.7,197.3,Intermediate,White,Tropical,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,296.1,197.1,Intermediate,White,Tropical,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,290.6,198.3,Intermediate,White,Arid,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,293.1,180.3,Intermediate,White,Tropical,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,296.2,205.6,Intermediate,White,Arid,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,294.3,191.2,Linear,White,Tropical,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,265.7,206.6,Palmate,White,Arid,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,320.0,211.2,Linear,White,Tropical,Very High,Very High
300,300,270,110,4,3,0,0,0,4,3,3,4,3,0,286.6,194.5,Linear,White,Arid,Very High,Very High
300,300,110,270,3,4,0,0,4,0,3,3,3,4,0,294.4,196.7,Intermediate,White,Arid,Very High,Very High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,281.6,182.9,Palmate,White,Semi-Arid,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,245.6,182.6,Intermediate,White,Semi-Arid,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,273.8,184.5,Intermediate,Intermediate,Tropical,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,270.6,179.9,Palmate,Intermediate,Tropical,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,278.2,183.9,Linear,Intermediate,Tropical,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,266.9,171.4,Linear,Purple,Tropical,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,283.2,170.2,Linear,Intermediate,Tropical,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,273.8,173.5,Palmate,White,Tropical,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,254.1,192.3,Palmate,White,Semi-Arid,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,294.6,168.5,Intermediate,Purple,Semi-Arid,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,292.5,177.7,Intermediate,White,Semi-Arid,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,269.7,189.1,Intermediate,White,Semi-Arid,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,271.2,175.5,Intermediate,Intermediate,Semi-Arid,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,286.2,181.0,Intermediate,White,Semi-Arid,Very High,High
300,250,270,90,4,3,0,2,0,5,3,3,4,1,0,265.9,187.0,Palmate,White,Tropical,Very High,High
250,300,90,270,3,4,2,0,5,0,3,3,1,4,0,279.6,182.8,Intermediate,Intermediate,Semi-Arid,Very High,High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,200.4,147.4,Intermediate,Yellow,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,190.5,175.3,Intermediate,Yellow,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,211.7,154.5,Palmate,Intermediate,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,205.9,165.5,Palmate,Yellow,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,182.4,155.6,Palmate,White,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,191.9,178.4,Palmate,Intermediate,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,195.6,159.7,Pinnate,Intermediate,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,214.6,169.2,Intermediate,White,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,191.3,154.9,Intermediate,Intermediate,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,211.2,168.7,Intermediate,Intermediate,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,207.1,175.1,Palmate,White,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,203.1,169.8,Pinnate,Yellow,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,210.8,162.0,Palmate,Intermediate,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,211.7,174.1,Pinnate,White,Tropical,Very High,Very High
300,100,270,65,4,7,0,1,0,0,3,2,4,3,0,207.8,171.2,Pinnate,Intermediate,Tropical,Very High,Very High
100,300,65,270,7,4,1,0,0,0,2,3,3,4,0,193.6,175.0,Pinnate,Intermediate,Tropical,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,166.9,176.7,Palmate,White,Cool Temperate,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,160.5,151.3,Palmate,White,Tropical,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,165.9,170.6,Intermediate,White,Tropical,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,162.3,188.1,Intermediate,White,Tropical,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,168.3,169.4,Intermediate,White,Cool Temperate,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,163.4,179.6,Intermediate,White,Cool Temperate,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,171.4,168.3,Pinnate,White,Tropical,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,167.8,170.0,Intermediate,White,Tropical,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,156.2,163.5,Palmate,White,Tropical,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,181.9,174.9,Palmate,White,Cool Temperate,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,160.3,164.4,Palmate,White,Cool Temperate,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,168.8,163.0,Palmate,White,Cool Temperate,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,162.6,179.5,Pinnate,White,Tropical,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,149.1,171.6,Intermediate,White,Cool Temperate,Very High,Very High
300,30,270,75,4,7,0,0,0,6,3,1,4,3,0,175.0,168.3,Pinnate,White,Cool Temperate,Very High,Very High
30,300,75,270,7,4,0,0,6,0,1,3,3,4,0,176.6,167.5,Palmate,White,Cool Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,93.1,84.4,Oblong,Yellow,Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,93.6,78.8,Intermediate,Yellow,Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,86.3,80.8,Intermediate,Yellow,Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,96.6,88.0,Intermediate,Yellow,Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,89.5,88.9,Intermediate,Yellow,Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,89.0,84.6,Intermediate,Yellow,Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,84.9,85.3,Oblong,Yellow,Cool Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,96.7,71.6,Intermediate,Yellow,Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,90.6,87.6,Intermediate,Yellow,Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,96.5,86.4,Oblong,Yellow,Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,87.2,81.0,Oblong,Yellow,Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,92.5,86.6,Oblong,Yellow,Cool Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,94.5,79.2,Oblong,Yellow,Cool Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,90.7,82.9,Oblong,Yellow,Cool Temperate,Very High,Very High
50,130,70,100,6,10,1,1,6,2,1,2,3,4,1,88.0,80.4,Intermediate,Yellow,Cool Temperate,Very High,Very High
130,50,100,70,10,6,1,1,2,6,2,1,4,3,1,87.6,84.5,Lobed,Yellow,Temperate,Very High,Very High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,100.6,116.3,Palmate,Yellow,Cool Temperate,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,103.9,108.6,Intermediate,Yellow,Subtropical,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,102.7,104.1,Palmate,Intermediate,Cool Temperate,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,93.8,110.6,Intermediate,Yellow,Subtropical,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,99.0,115.5,Palmate,Yellow,Subtropical,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,97.2,104.2,Intermediate,White,Cool Temperate,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,104.4,108.5,Oblong,Intermediate,Subtropical,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,91.4,112.8,Palmate,Intermediate,Subtropical,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,90.4,111.8,Oblong,Yellow,Cool Temperate,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,106.0,101.6,Intermediate,Intermediate,Subtropical,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,100.9,112.9,Oblong,Intermediate,Cool Temperate,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,96.7,112.1,Intermediate,White,Cool Temperate,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,92.0,105.4,Palmate,White,Cool Temperate,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,114.4,102.0,Oblong,Intermediate,Cool Temperate,Moderate,High
50,150,70,150,6,4,1,0,6,1,1,1,3,3,0,109.2,98.6,Palmate,Intermediate,Subtropical,Moderate,High
150,50,150,70,4,6,0,1,1,6,1,1,3,3,0,101.5,103.6,Intermediate,Yellow,Cool Temperate,Moderate,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,131.1,117.7,Oblong,Yellow,Cool Temperate,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,144.6,118.4,Palmate,Yellow,Cool Temperate,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,118.2,118.1,Intermediate,Yellow,Cool Temperate,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,122.3,122.5,Intermediate,Yellow,Tropical,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,120.3,123.1,Intermediate,Yellow,Cool Temperate,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,116.3,120.0,Intermediate,Yellow,Tropical,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,121.6,118.9,Intermediate,Yellow,Tropical,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,124.3,112.8,Palmate,Yellow,Cool Temperate,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,127.9,121.4,Intermediate,Yellow,Tropical,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,123.7,116.7,Intermediate,Yellow,Tropical,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,110.4,110.3,Oblong,Yellow,Cool Temperate,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,122.1,106.8,Oblong,Yellow,Tropical,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,130.1,121.8,Intermediate,Yellow,Tropical,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,119.7,118.3,Oblong,Yellow,Cool Temperate,Very High,High
50,200,70,170,6,4,1,1,6,0,1,2,3,1,0,122.0,117.1,Oblong,Yellow,Cool Temperate,Very High,High
200,50,170,70,4,6,1,1,0,6,2,1,1,3,0,119.6,118.4,Intermediate,Yellow,Tropical,Very High,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,110.9,79.9,Oblong,Yellow,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,120.4,78.8,Intermediate,Yellow,Cool Temperate,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,111.7,76.9,Oblong,Intermediate,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,109.0,79.2,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,107.9,77.5,Intermediate,Pink,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,121.4,80.1,Intermediate,Intermediate,Cool Temperate,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,127.8,80.6,Intermediate,Intermediate,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,113.9,80.3,Oblong,Intermediate,Cool Temperate,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,117.8,74.3,Intermediate,Yellow,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,101.5,82.6,Elliptical,Yellow,Cool Temperate,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,112.1,82.2,Intermediate,Intermediate,Cool Temperate,Moderate,High
180,50,90,70,2,6,3,1,8,6,1,1,3,3,0,120.3,82.0,Oblong,Yellow,Cool Temperate,Moderate,High
50,180,70,90,6,2,1,3,6,8,1,1,3,3,0,109.7,83.5,Oblong,Pink,Cool Temperate,Moderate,High
